4.636097271502219175e-01, 7.032378019167046295e+04
4.713365559360589430e-01, 7.156069173825008329e+04
4.790633847218959684e-01, 7.277769064029943547e+04
4.867902135077329939e-01, 7.397554661129738088e+04
4.945170422935700194e-01, 7.515496405009944283e+04
5.022438710794070449e-01, 7.631659690522724122e+04
5.099706998652441259e-01, 7.746105984254946816e+04
5.176975286510810959e-01, 7.858893656499504868e+04
5.254243574369181768e-01, 7.970078594432555838e+04
5.331511862227551468e-01, 8.079714648777920229e+04
5.408780150085922278e-01, 8.187853955469750508e+04
5.486048437944293088e-01, 8.294547165076818783e+04
5.563316725802662788e-01, 8.399843605568588828e+04
5.640585013661033598e-01, 8.503791398150396708e+04
5.717853301519403297e-01, 8.606437541170307668e+04
5.795121589377774107e-01, 8.707827973329885572e+04
5.872389877236143807e-01, 8.808007624480921368e+04
5.949658165094514617e-01, 8.907020460002162145e+04
6.026926452952884317e-01, 9.004909523014024307e+04
6.104194740811255127e-01, 9.101716977390271495e+04
6.181463028669625936e-01, 9.197484153577379766e+04
6.258731316527995636e-01, 9.292251598556217505e+04
6.335999604386366446e-01, 9.386059130821518193e+04
6.413267892244736146e-01, 9.478945900955928664e+04
6.490536180103106956e-01, 9.570950458210147917e+04
6.567804467961476655e-01, 9.662110823429445736e+04
6.645072755819847465e-01, 9.752464568678935757e+04
6.722341043678218275e-01, 9.842048903992844862e+04
6.799609331536587975e-01, 9.930900771802027884e+04
6.876877619394958785e-01, 1.001905694977598905e+05
6.954145907253328485e-01, 1.010655416304451210e+05
7.031414195111699295e-01, 1.019342920705238212e+05
7.108682482970068994e-01, 1.027971908265129896e+05
7.185950770828439804e-01, 1.036546114546255121e+05
7.263219058686809504e-01, 1.045069327207301103e+05
7.340487346545180314e-01, 1.053545404628095857e+05
7.417755634403551124e-01, 1.061978296942954184e+05
7.495023922261920823e-01, 1.070372069990233285e+05
7.572292210120291633e-01, 1.078730932818223082e+05
7.649560497978661333e-01, 1.087059269558856613e+05
