5.069708491761724112e-01, 2.388713005267624794e+03
5.154203633291085662e-01, 2.416965936161382160e+03
5.238698774820448323e-01, 2.445017882878303226e+03
5.323193916349809873e-01, 2.472878903001628714e+03
5.407689057879171424e-01, 2.500558298313262640e+03
5.492184199408534084e-01, 2.528064681262919294e+03
5.576679340937895635e-01, 2.555406035804360272e+03
5.661174482467258295e-01, 2.582589773146183234e+03
5.745669623996619846e-01, 2.609622782903706138e+03
5.830164765525982506e-01, 2.636511480092469810e+03
5.914659907055344057e-01, 2.663261848358378757e+03
5.999155048584706718e-01, 2.689879479806236304e+03
6.083650190114068268e-01, 2.716369611751954380e+03
6.168145331643430929e-01, 2.742737160699329706e+03
6.252640473172792479e-01, 2.768986753816780038e+03
6.337135614702155140e-01, 2.795122758168692599e+03
6.421630756231516690e-01, 2.821149307938000675e+03
6.506125897760878241e-01, 2.847070329861128357e+03
6.590621039290240901e-01, 2.872889567083430393e+03
6.675116180819602452e-01, 2.898610601632490216e+03
6.759611322348965112e-01, 2.924236875698104541e+03
6.844106463878326663e-01, 2.949771711901456001e+03
6.928601605407689323e-01, 2.975218332731863484e+03
7.013096746937050874e-01, 3.000579879327752678e+03
7.097591888466413534e-01, 3.025859429779235597e+03
7.182087029995775085e-01, 3.051060017133183919e+03
7.266582171525137746e-01, 3.076184647288300312e+03
7.351077313054499296e-01, 3.101236316977818660e+03
7.435572454583861957e-01, 3.126218032051777300e+03
7.520067596113223507e-01, 3.151132826290005141e+03
7.604562737642585057e-01, 3.175983781001332318e+03
7.689057879171947718e-01, 3.200774045702523836e+03
7.773553020701309269e-01, 3.225506860194871024e+03
7.858048162230671929e-01, 3.250185578437178719e+03
7.942543303760033480e-01, 3.274813694652037611e+03
8.027038445289396140e-01, 3.299394872204829426e+03
8.111533586818757691e-01, 3.323932975894144420e+03
8.196028728348120351e-01, 3.348432108438155865e+03
8.280523869877481902e-01, 3.372896652108451235e+03
8.365019011406844562e-01, 3.397331316704309756e+03
8.449514152936206113e-01, 3.421741195355073614e+03
8.534009294465568773e-01, 3.446131830038314547e+03
8.618504435994930324e-01, 3.470509289231115417e+03
8.702999577524291874e-01, 3.494880260826012091e+03
8.787494719053654535e-01, 3.519252164417280255e+03
8.871989860583016085e-01, 3.543633288409479974e+03
8.956485002112378746e-01, 3.568032959287213544e+03
9.040980143641740296e-01, 3.592461753070473605e+03
9.125475285171102957e-01, 3.616931762870462080e+03
9.209970426700464508e-01, 3.641456942174927917e+03
9.294465568229827168e-01, 3.666053552115124603e+03
9.378960709759188719e-01, 3.690740754126749380e+03
9.463455851288551379e-01, 3.715541410125696075e+03
9.547950992817912930e-01, 3.740483185564199630e+03
9.632446134347274480e-01, 3.765600105623188938e+03
9.716941275876637141e-01, 3.790934808091801642e+03
9.801436417405998691e-01, 3.816541899983692019e+03
9.885931558935361352e-01, 3.842493121229843382e+03
9.970426700464722902e-01, 3.868885573804462183e+03
1.005492184199408445e+00, 3.895855345416054661e+03
1.013941698352344822e+00, 3.923600949634392236e+03
1.022391212505280977e+00, 3.952424915491604679e+03
1.030840726658217132e+00, 3.982807199908693292e+03
1.039290240811153287e+00, 4.015515277378531209e+03
1.047739754964089665e+00, 4.051612339752822663e+03
1.056189269117025820e+00, 4.091524816025143082e+03
1.064638783269961975e+00, 4.132531913574797727e+03
1.073088297422898130e+00, 4.170393376408077529e+03
1.081537811575834285e+00, 4.204071324129131426e+03
1.089987325728770662e+00, 4.234447542432744740e+03
1.098436839881706817e+00, 4.262451730659964596e+03
1.106886354034642972e+00, 4.288729386452856488e+03
1.115335868187579127e+00, 4.313706859992917089e+03
1.123785382340515504e+00, 4.337671441885671811e+03
1.132234896493451659e+00, 4.360823339867111827e+03
1.140684410646387814e+00, 4.383306818452041625e+03
1.149133924799323969e+00, 4.405228986124650874e+03
1.157583438952260346e+00, 4.426671454632344648e+03
1.166032953105196501e+00, 4.447697813124222193e+03
1.174482467258132656e+00, 4.468358572155768343e+03
1.182931981411068811e+00, 4.488694529558833892e+03
1.191381495564004966e+00, 4.508739122001898068e+03
1.199831009716941344e+00, 4.528520106325236156e+03
1.208280523869877499e+00, 4.548060786729566644e+03
1.216730038022813654e+00, 4.567380927160134888e+03
1.225179552175749809e+00, 4.586497440954011836e+03
1.233629066328686186e+00, 4.605424919945458896e+03
1.242078580481622341e+00, 4.624176045900003373e+03
1.250528094634558496e+00, 4.642761913877512598e+03
1.258977608787494651e+00, 4.661192292098619873e+03
1.267427122940431028e+00, 4.679475825919745148e+03
1.275876637093367183e+00, 4.697620208378670213e+03
1.284326151246303338e+00, 4.715632317279716517e+03
1.292775665399239493e+00, 4.733518328810395360e+03
1.301225179552175648e+00, 4.751283811972126387e+03
1.309674693705112025e+00, 4.768933807599045394e+03
1.318124207858048180e+00, 4.786472894898628510e+03
1.326573722010984335e+00, 4.803905247814820541e+03
1.335023236163920490e+00, 4.821234683033069814e+03
1.343472750316856867e+00, 4.838464701077076825e+03
1.351922264469793022e+00, 4.855598521661100676e+03
