8.296877357067430125e+00, 7.713668620796050313e+00, 3.642195916774323210e+06
8.447729672650474697e+00, 7.713668620796050313e+00, 3.714684752924157307e+06
8.598581988233519269e+00, 7.713668620796050313e+00, 3.787239118803530931e+06
8.749434303816562064e+00, 7.713668620796050313e+00, 3.859853109831373207e+06
8.900286619399606636e+00, 7.713668620796050313e+00, 3.932521162431153003e+06
9.051138934982651207e+00, 7.713668620796050313e+00, 4.005238045646868646e+06
9.201991250565695779e+00, 7.713668620796050313e+00, 4.077998851898432244e+06
9.352843566148740351e+00, 7.713668620796050313e+00, 4.150798987049899530e+06
9.503695881731783146e+00, 7.713668620796050313e+00, 4.223634159940660931e+06
9.654548197314827718e+00, 7.713668620796050313e+00, 4.296500371510133147e+06
9.805400512897872289e+00, 7.713668620796050313e+00, 4.369393903629902750e+06
9.956252828480916861e+00, 7.713668620796050313e+00, 4.442311307743034326e+06
1.010710514406395966e+01, 7.713668620796050313e+00, 4.515249393397950567e+06
1.025795745964700423e+01, 7.713668620796050313e+00, 4.588205216753461398e+06
1.040880977523004880e+01, 7.713668620796050313e+00, 4.661176069121897221e+06
1.055966209081309337e+01, 7.713668620796050313e+00, 4.734159465608806349e+06
1.071051440639613794e+01, 7.713668620796050313e+00, 4.807153133899903856e+06
1.086136672197918074e+01, 7.713668620796050313e+00, 4.880155003239060752e+06
1.101221903756222531e+01, 7.713668620796050313e+00, 4.953163193634819239e+06
1.116307135314526988e+01, 7.713668620796050313e+00, 5.026176005327163264e+06
1.131392366872831445e+01, 7.713668620796050313e+00, 5.099191908541112207e+06
1.146477598431135725e+01, 7.713668620796050313e+00, 5.172209533548968844e+06
1.161562829989440182e+01, 7.713668620796050313e+00, 5.245227661058750935e+06
1.176648061547744639e+01, 7.713668620796050313e+00, 5.318245212942519225e+06
1.191733293106049096e+01, 7.713668620796050313e+00, 5.391261243314702995e+06
1.206818524664353554e+01, 7.713668620796050313e+00, 5.464274929967510514e+06
1.221903756222657833e+01, 7.713668620796050313e+00, 5.537285566167577170e+06
1.236988987780962290e+01, 7.713668620796050313e+00, 5.610292552815577947e+06
1.252074219339266747e+01, 7.713668620796050313e+00, 5.683295390968219377e+06
1.267159450897571205e+01, 7.713668620796050313e+00, 5.756293674720164388e+06
1.282244682455875662e+01, 7.713668620796050313e+00, 5.829287084441631101e+06
1.297329914014179941e+01, 7.713668620796050313e+00, 5.902275380366001278e+06
1.312415145572484398e+01, 7.713668620796050313e+00, 5.975258396520436741e+06
1.327500377130788856e+01, 7.713668620796050313e+00, 6.048236034991455264e+06
1.342585608689093313e+01, 7.713668620796050313e+00, 6.121208260516515933e+06
1.357670840247397592e+01, 7.713668620796050313e+00, 6.194175095391892828e+06
1.372756071805702049e+01, 7.713668620796050313e+00, 6.267136614686521702e+06
1.387841303364006507e+01, 7.713668620796050313e+00, 6.340092941751074046e+06
1.402926534922310964e+01, 7.713668620796050313e+00, 6.413044244011119939e+06
1.418011766480615421e+01, 7.713668620796050313e+00, 6.485990729033038020e+06
1.433096998038919700e+01, 7.713668620796050313e+00, 6.558932640851145610e+06
1.448182229597224158e+01, 7.713668620796050313e+00, 6.631870256544505246e+06
1.463267461155528615e+01, 7.713668620796050313e+00, 6.704803883051850833e+06
1.478352692713833072e+01, 7.713668620796050313e+00, 6.777733854213154875e+06
1.493437924272137352e+01, 7.713668620796050313e+00, 6.850660528026486747e+06
1.508523155830441809e+01, 7.713668620796050313e+00, 6.923584284109022468e+06
1.523608387388746266e+01, 7.713668620796050313e+00, 6.996505521351248026e+06
1.538693618947050723e+01, 7.713668620796050313e+00, 7.069424655753705651e+06
1.553778850505355180e+01, 7.713668620796050313e+00, 7.142342118435842916e+06
1.568864082063659460e+01, 7.713668620796050313e+00, 7.215258353806938976e+06
1.583949313621963917e+01, 7.713668620796050313e+00, 7.288173817889293656e+06
1.599034545180268374e+01, 7.713668620796050313e+00, 7.361088976784326136e+06
1.614119776738572654e+01, 7.713668620796050313e+00, 7.434004305272472091e+06
1.629205008296877111e+01, 7.713668620796050313e+00, 7.506920285538217984e+06
1.644290239855181568e+01, 7.713668620796050313e+00, 7.579837406011893414e+06
1.659375471413486025e+01, 7.713668620796050313e+00, 7.652756160320323892e+06
