2.301660944299147804e+00, 3.240955295287265629e+07
2.318101379615570057e+00, 3.263650817158673331e+07
2.334541814931992754e+00, 3.286352167237172276e+07
2.350982250248415006e+00, 3.309060401427634433e+07
2.367422685564837703e+00, 3.331776511988494918e+07
2.383863120881259956e+00, 3.354501431267877296e+07
2.400303556197682653e+00, 3.377236035190904140e+07
2.416743991514104906e+00, 3.399981146517153084e+07
2.433184426830527602e+00, 3.422737537885625660e+07
2.449624862146949855e+00, 3.445505934663093835e+07
2.466065297463372552e+00, 3.468287017610368133e+07
2.482505732779794805e+00, 3.491081425379835814e+07
2.498946168096217502e+00, 3.513889756856498122e+07
2.515386603412639754e+00, 3.536712573353734612e+07
2.531827038729062451e+00, 3.559550400674146414e+07
2.548267474045484704e+00, 3.582403731044947356e+07
2.564707909361907401e+00, 3.605273024936659634e+07
2.581148344678329654e+00, 3.628158712773185968e+07
2.597588779994752350e+00, 3.651061196540637314e+07
2.614029215311174603e+00, 3.673980851301818341e+07
2.630469650627597300e+00, 3.696918026622661948e+07
2.646910085944019553e+00, 3.719873047916477919e+07
2.663350521260442250e+00, 3.742846217711396515e+07
2.679790956576864502e+00, 3.765837816846045107e+07
2.696231391893287199e+00, 3.788848105598055571e+07
2.712671827209709452e+00, 3.811877324749709666e+07
2.729112262526132149e+00, 3.834925696594715118e+07
2.745552697842554402e+00, 3.857993425889778137e+07
2.761993133158977098e+00, 3.881080700754439831e+07
2.778433568475399795e+00, 3.904187693522332609e+07
2.794874003791822048e+00, 3.927314561546844244e+07
2.811314439108244745e+00, 3.950461447963935882e+07
2.827754874424666998e+00, 3.973628482414696366e+07
2.844195309741089694e+00, 3.996815781730020791e+07
2.860635745057511947e+00, 4.020023450579636544e+07
2.877076180373934644e+00, 4.043251582087584585e+07
2.893516615690356897e+00, 4.066500258416076005e+07
2.909957051006779594e+00, 4.089769551319551468e+07
2.926397486323201846e+00, 4.113059522670649737e+07
2.942837921639624543e+00, 4.136370224959654361e+07
2.959278356956046796e+00, 4.159701701768925041e+07
2.975718792272469493e+00, 4.183053988223689795e+07
2.992159227588891746e+00, 4.206427111420511454e+07
3.008599662905314442e+00, 4.229821090834653378e+07
3.025040098221736695e+00, 4.253235938707470149e+07
3.041480533538159392e+00, 4.276671660414934903e+07
3.057920968854581645e+00, 4.300128254818279296e+07
